# name,mass,radius,orbital_period,star_distance,star_mass,discovered,detection_type
Kepler-636 b,,0.397,16.08066115,341.0,0.85,2016.0,Primary Transit
Kepler-637 b,,0.424,23.20584623,1575.0,1.64,2016.0,Primary Transit
Kepler-638 b,,0.163,6.07972888,426.0,0.88,2016.0,Primary Transit
Kepler-639 b,,0.212,10.21420496,680.0,1.14,2016.0,Primary Transit
Kepler-64 (AB) b,0.53,0.5529999999999999,138.506,,1.93,2013.0,Primary Transit
Kepler-640 b,,0.228,22.24813967,538.0,1.01,2016.0,Primary Transit
Kepler-641 b,,0.165,9.48961571,673.0,1.02,2016.0,Primary Transit
Kepler-642 b,,0.259,4.41745855,1022.0,1.4,2016.0,Primary Transit
Kepler-643 b,,0.9059999999999999,16.33889626,1029.0,1.0,2016.0,Primary Transit
Kepler-644 b,,0.281,3.1739171,1413.0,1.49,2016.0,Primary Transit
Kepler-645 b,,0.187,3.27582262,901.0,1.13,2016.0,Primary Transit
Kepler-646 b,,0.17800000000000002,15.87364565,513.0,0.93,2016.0,Primary Transit
Kepler-647 b,,0.10400000000000001,16.225464900000002,789.0,1.03,2016.0,Primary Transit
Kepler-647 c,,0.35700000000000004,29.6663,789.0,1.03,2020.0,Primary Transit
Kepler-648 b,,0.287,17.421174899999997,665.0,1.05,2016.0,Primary Transit
Kepler-649 b,,0.20199999999999999,29.90722674,525.0,0.97,2016.0,Primary Transit
Kepler-65 b,,0.127,2.1549099999999997,306.39,1.25,2012.0,Primary Transit
Kepler-65 c,,0.23,5.8599440000000005,306.39,1.25,2012.0,Primary Transit
Kepler-65 d,,0.136,8.13123,306.39,1.25,2012.0,Primary Transit
Kepler-65 e,0.82,,258.8,306.39,1.25,2019.0,Radial Velocity
Kepler-650 b,,0.264,3.03214559,805.0,1.08,2016.0,Primary Transit
Kepler-651 b,,0.21100000000000002,21.38521506,537.0,0.92,2016.0,Primary Transit
Kepler-652 b,,0.222,4.18200253,423.0,0.97,2016.0,Primary Transit
Kepler-653 b,,0.174,14.70748976,593.0,1.02,2016.0,Primary Transit
Kepler-653 c,,0.07,0.90037648,593.0,1.02,2016.0,Primary Transit
Kepler-654 b,,0.185,13.72465129,661.0,1.04,2016.0,Primary Transit
Kepler-655 b,,0.242,46.406335799999994,783.0,1.15,2016.0,Primary Transit
Kepler-656 b,,0.278,1.26025909,867.0,0.86,2016.0,Primary Transit
Kepler-657 b,,0.314,24.54350418,1244.0,1.01,2016.0,Primary Transit
Kepler-658 b,,0.145,1.28707676,341.0,0.63,2016.0,Primary Transit
Kepler-659 b,,0.223,17.671796,688.0,0.79,2016.0,Primary Transit
Kepler-66 b,0.047,0.25,17.815815,1107.0,1.04,2013.0,Primary Transit
Kepler-660 b,,0.22899999999999998,9.27358194,564.0,0.75,2016.0,Primary Transit
Kepler-661 b,,0.27399999999999997,6.02930132,558.0,0.7,2016.0,Primary Transit
Kepler-662 b,,0.19399999999999998,21.67697486,641.0,0.79,2016.0,Primary Transit
Kepler-663 b,,0.23199999999999998,4.99678284,1030.0,0.86,2016.0,Primary Transit
Kepler-664 b,,0.237,2.52559332,1386.0,1.01,2016.0,Primary Transit
Kepler-665 b,,0.23199999999999998,16.01310205,651.0,0.79,2016.0,Primary Transit
Kepler-666 b,,0.214,4.49876092,1330.0,1.03,2016.0,Primary Transit
Kepler-667 b,,0.42200000000000004,41.43962808,907.0,0.91,2016.0,Primary Transit
Kepler-668 b,,0.24100000000000002,8.35390639,877.0,0.87,2016.0,Primary Transit
Kepler-669 b,,0.431,4.12554687,1778.0,1.15,2016.0,Primary Transit
Kepler-67 b,0.047,0.262,15.7259,1107.0,0.86,2013.0,Primary Transit
Kepler-670 b,,1.176,2.81650485,980.0,0.99,2016.0,Primary Transit
Kepler-671 b,,0.24,4.28095859,1139.0,0.97,2016.0,Primary Transit
Kepler-672 b,,0.223,38.3774623,1011.0,0.95,2016.0,Primary Transit
Kepler-673 b,,0.583,3.72873109,978.0,0.88,2016.0,Primary Transit
Kepler-674 b,,0.151,2.24338185,302.0,0.6,2016.0,Primary Transit
Kepler-675 b,,0.218,2.33743801,651.0,0.79,2016.0,Primary Transit
Kepler-676 b,,0.271,11.59822172,243.0,0.51,2016.0,Primary Transit
Kepler-677 b,,0.48,6.57531678,1180.0,1.0,2016.0,Primary Transit
Kepler-678 b,,0.45899999999999996,7.27503724,875.0,0.94,2016.0,Primary Transit
Kepler-679 b,,0.26899999999999996,12.39358604,968.0,0.87,2016.0,Primary Transit
Kepler-68 b,0.024069999999999998,0.20600000000000002,5.3988,144.77,1.08,2013.0,Primary Transit
Kepler-68 c,0.00642,0.0827,9.6051,144.77,1.08,2013.0,Primary Transit
Kepler-68 d,,,634.6,144.77,1.08,2013.0,Radial Velocity
Kepler-680 b,,0.21600000000000003,3.68992629,1342.0,1.08,2016.0,Primary Transit
Kepler-681 b,,0.275,26.39435646,666.0,0.8,2016.0,Primary Transit
Kepler-682 b,,0.6579999999999999,12.61190667,951.0,0.92,2016.0,Primary Transit
Kepler-683 b,,0.17600000000000002,2.53918318,976.0,0.96,2016.0,Primary Transit
Kepler-684 b,,0.3,6.77030201,1066.0,0.89,2016.0,Primary Transit
Kepler-685 b,,0.9440000000000001,1.6255222,1145.0,1.11,2016.0,Primary Transit
Kepler-686 b,,1.084,1.59474546,1203.0,0.94,2016.0,Primary Transit
Kepler-687 b,,0.314,20.50586978,628.0,0.77,2016.0,Primary Transit
Kepler-688 b,,0.871,3.89593684,1247.0,0.98,2016.0,Primary Transit
Kepler-689 b,,0.258,22.36656079,1044.0,0.91,2016.0,Primary Transit
Kepler-69 b,,0.2,13.722341,746.33,0.81,2013.0,Primary Transit
Kepler-69 c,,0.153,242.4613,746.33,0.81,2013.0,Primary Transit
Kepler-690 b,,0.531,7.74809437,1653.0,1.11,2016.0,Primary Transit
Kepler-691 b,,0.18600000000000003,8.114379,239.0,0.53,2016.0,Primary Transit
Kepler-692 b,,0.27699999999999997,21.81293494,1000.0,0.9,2016.0,Primary Transit
Kepler-693 b,,0.9079999999999999,15.37563332,1002.0,0.76,2016.0,Primary Transit
Kepler-694 b,,0.25,6.36584161,1023.0,0.97,2016.0,Primary Transit
Kepler-695 b,,0.8220000000000001,3.04033042,620.0,0.84,2016.0,Primary Transit
Kepler-696 b,,0.5479999999999999,4.19042557,1285.0,1.06,2016.0,Primary Transit
Kepler-697 b,,0.368,3.70987065,1091.0,0.92,2016.0,Primary Transit
Kepler-698 b,,0.32799999999999996,16.32976218,1135.0,0.94,2016.0,Primary Transit
Kepler-699 b,,1.2590000000000001,27.80756293,888.0,0.81,2016.0,Primary Transit
Kepler-7 b,0.441,1.6219999999999999,4.8854892,947.46,1.36,2009.0,Primary Transit
Kepler-700 b,,0.534,80.87206390000001,1061.0,0.98,2016.0,Primary Transit
Kepler-701 b,,0.253,10.35533177,755.0,0.88,2016.0,Primary Transit
Kepler-702 b,,0.818,10.52629406,892.0,0.9,2016.0,Primary Transit
Kepler-703 b,,0.732,4.58352176,1482.0,1.18,2016.0,Primary Transit
Kepler-704 b,,0.233,3.76182115,1054.0,0.97,2016.0,Primary Transit
Kepler-705 b,,0.188,56.056053799999994,251.0,0.53,2016.0,Primary Transit
Kepler-706 b,,1.175,41.40831347,810.0,0.87,2016.0,Primary Transit
Kepler-707 b,,0.11900000000000001,2.23749275,626.0,0.8,2016.0,Primary Transit
Kepler-708 b,,0.261,3.16789194,1241.0,0.97,2016.0,Primary Transit
Kepler-709 b,,0.261,16.08524954,668.0,0.8,2016.0,Primary Transit
Kepler-710 b,,0.168,4.34728553,919.0,0.94,2016.0,Primary Transit
Kepler-711 b,,0.304,23.58914398,664.0,0.84,2016.0,Primary Transit
Kepler-712 b,,0.304,21.02247699,944.0,0.84,2016.0,Primary Transit
Kepler-712 c,,0.433,226.89047000000002,944.0,0.84,2016.0,Primary Transit
Kepler-713 b,,0.221,7.411141000000001,1003.0,0.98,2016.0,Primary Transit
Kepler-714 b,,0.863,8.09888799,1460.0,1.09,2016.0,Primary Transit
Kepler-715 b,,0.335,10.00652995,1214.0,1.04,2016.0,Primary Transit
Kepler-716 b,,0.259,10.37168453,675.0,0.83,2016.0,Primary Transit
Kepler-716 c,,0.124,3.96999,675.0,0.83,2020.0,Primary Transit
Kepler-717 b,,0.21600000000000003,4.40840023,1126.0,0.88,2016.0,Primary Transit
Kepler-718 b,,1.4769999999999999,2.0523499,1520.0,1.18,2016.0,Primary Transit
Kepler-719 b,,0.76,5.00731778,1427.0,0.99,2016.0,Primary Transit
Kepler-720 b,,0.75,4.70832654,880.0,0.95,2016.0,Primary Transit
Kepler-721 b,,0.23600000000000002,5.39202539,848.0,0.82,2016.0,Primary Transit
Kepler-722 b,,0.235,4.09357325,1375.0,1.03,2016.0,Primary Transit
Kepler-722 c,,0.252,105.144749,1375.0,1.03,2016.0,Primary Transit
Kepler-723 b,,1.088,4.08227507,965.0,0.92,2016.0,Primary Transit
Kepler-724 b,,0.294,3.31494634,862.0,0.9,2016.0,Primary Transit
Kepler-725 b,,0.948,39.64317811,778.0,0.88,2016.0,Primary Transit
Kepler-726 b,,0.29100000000000004,21.80451088,838.0,0.88,2016.0,Primary Transit
Kepler-727 b,,0.226,5.15448442,892.0,0.89,2016.0,Primary Transit
Kepler-728 b,,0.298,5.74347727,1236.0,0.95,2016.0,Primary Transit
Kepler-729 b,,0.319,3.16635371,1271.0,0.94,2016.0,Primary Transit
Kepler-730 b,,1.1,6.49168281,2020.2,1.05,2016.0,Primary Transit
Kepler-730 c,,0.14,2.85188338,2020.2,1.05,2018.0,Primary Transit
Kepler-731 b,,1.238,3.85560355,1311.0,1.03,2016.0,Primary Transit
Kepler-732 b,,0.19399999999999998,9.46781405,150.0,0.49,2016.0,Primary Transit
Kepler-732 c,,0.113,0.89304124,150.0,0.49,2016.0,Primary Transit
Kepler-733 b,,0.252,20.83424726,980.0,0.9,2016.0,Primary Transit
Kepler-734 b,,0.318,6.10485286,553.0,0.85,2016.0,Primary Transit
Kepler-735 b,,0.263,11.51516988,790.0,0.85,2016.0,Primary Transit
Kepler-736 b,,0.261,3.60147201,1007.0,0.86,2016.0,Primary Transit
Kepler-737 b,,0.175,28.59915399,195.0,0.51,2016.0,Primary Transit
Kepler-738 b,,0.223,24.58721573,992.0,0.86,2016.0,Primary Transit
Kepler-739 b,,0.29600000000000004,12.53248465,1128.0,0.93,2016.0,Primary Transit
Kepler-74 b,0.63,0.96,7.340711,1218.33,1.18,2013.0,Primary Transit
Kepler-740 b,,0.408,3.58410122,1262.0,0.91,2016.0,Primary Transit
Kepler-741 b,,0.265,7.03902374,1530.0,1.16,2016.0,Primary Transit
Kepler-742 b,,0.289,8.36086824,499.0,0.76,2016.0,Primary Transit
Kepler-743 b,,0.10800000000000001,3.17926292,258.0,0.94,2016.0,Primary Transit
Kepler-744 b,,0.145,12.06222443,486.0,0.94,2016.0,Primary Transit
Kepler-745 b,,0.193,9.93143556,1199.0,1.04,2016.0,Primary Transit
Kepler-746 b,,0.099,3.48159251,450.0,0.91,2016.0,Primary Transit
Kepler-747 b,,0.47,35.61760587,855.0,0.82,2016.0,Primary Transit
Kepler-748 b,,0.225,7.40742793,1271.0,1.07,2016.0,Primary Transit
Kepler-749 b,,0.27699999999999997,17.31716585,753.0,0.79,2016.0,Primary Transit
Kepler-75 b,10.1,1.05,8.884911599999999,855.5,0.91,2013.0,Primary Transit
Kepler-750 b,,0.27399999999999997,9.42887179,1181.0,1.15,2016.0,Primary Transit
Kepler-750 c,,0.145,4.08899022,1181.0,1.15,2016.0,Primary Transit
Kepler-751 b,,0.21899999999999997,17.44490636,748.0,0.87,2016.0,Primary Transit
Kepler-752 b,,0.251,18.82747265,1075.0,0.87,2016.0,Primary Transit
Kepler-753 b,,0.17,5.74772501,278.0,0.68,2016.0,Primary Transit
Kepler-754 b,,0.179,14.5596237,1192.0,1.06,2016.0,Primary Transit
Kepler-755 b,,0.157,1.26909037,368.0,0.82,2016.0,Primary Transit
Kepler-755 c,,0.11199999999999999,2.85313364,368.0,0.82,2016.0,Primary Transit
Kepler-756 b,,0.1,1.22486632,852.0,0.82,2016.0,Primary Transit
Kepler-757 b,,0.121,1.02267882,1016.0,1.08,2016.0,Primary Transit
Kepler-758 b,,0.221,12.1097104,1353.0,1.16,2016.0,Primary Transit
Kepler-758 c,,0.151,4.75793986,1353.0,1.16,2016.0,Primary Transit
Kepler-758 d,,0.18899999999999997,20.4966197,1353.0,1.16,2016.0,Primary Transit
Kepler-758 e,,0.136,8.1934719,1353.0,1.16,2016.0,Primary Transit
Kepler-759 b,,0.203,41.805985,892.0,1.04,2016.0,Primary Transit
Kepler-76 b,2.01,1.36,1.5449298,842.87,1.2,2013.0,Default
Kepler-760 b,,0.273,8.70419416,782.0,0.89,2016.0,Primary Transit
Kepler-760 c,,0.132,2.46697439,782.0,0.89,2016.0,Primary Transit
Kepler-761 b,,0.18100000000000002,10.12804789,867.0,0.95,2016.0,Primary Transit
Kepler-762 b,,1.131,3.7705521,1465.0,1.06,2016.0,Primary Transit
Kepler-763 b,,0.109,1.19655156,902.0,0.84,2016.0,Primary Transit
Kepler-764 b,,0.146,7.33683936,1013.0,0.92,2016.0,Primary Transit
Kepler-765 b,,0.217,27.665522600000003,1000.0,1.05,2016.0,Primary Transit
Kepler-766 b,,0.302,6.10027804,1614.0,1.1,2016.0,Primary Transit
Kepler-767 b,,0.5920000000000001,161.5280101,1185.0,0.96,2016.0,Primary Transit
Kepler-768 b,,0.16,11.391002499999999,795.0,0.82,2016.0,Primary Transit
Kepler-769 b,,0.261,7.42608998,1362.0,1.19,2016.0,Primary Transit
Kepler-769 c,,0.16,15.9870174,1362.0,1.19,2016.0,Primary Transit
Kepler-77 b,0.43,0.96,3.57878087,570.0,0.95,2013.0,Primary Transit
Kepler-770 b,,0.205,18.92540274,761.0,0.94,2016.0,Primary Transit
Kepler-770 c,,0.107,1.47532231,761.0,0.94,2016.0,Primary Transit
Kepler-770 d,,0.125,4.15244722,761.0,0.94,2016.0,Primary Transit
Kepler-771 b,,0.162,8.73485836,1000.0,1.03,2016.0,Primary Transit
Kepler-772 b,,0.162,12.99207337,689.0,0.98,2016.0,Primary Transit
Kepler-773 b,,0.128,3.74910006,528.0,1.04,2016.0,Primary Transit
Kepler-774 b,,0.28300000000000003,11.0895723,1190.0,1.57,2016.0,Primary Transit
Kepler-775 b,,0.106,0.97486893,400.0,0.92,2016.0,Primary Transit
Kepler-776 b,,0.114,4.89718784,727.0,0.83,2016.0,Primary Transit
Kepler-777 b,,0.131,5.72812599,383.0,0.58,2016.0,Primary Transit
Kepler-778 b,,0.15,3.75574426,899.0,0.81,2016.0,Primary Transit
Kepler-779 b,,0.08199999999999999,7.09714223,224.0,0.46,2016.0,Primary Transit
Kepler-78 b,0.00619,0.1,0.35500744,124.82,0.84,2013.0,Primary Transit
Kepler-780 b,,0.079,0.67737516,520.0,1.01,2016.0,Primary Transit
Kepler-781 b,,0.258,13.2140732,1036.0,0.81,2016.0,Primary Transit
Kepler-782 b,,0.28600000000000003,158.68533080000003,412.0,0.98,2016.0,Primary Transit
Kepler-783 b,,0.07,4.29264638,544.0,0.93,2016.0,Primary Transit
Kepler-783 c,,0.20800000000000002,7.05395,544.0,0.93,2020.0,Primary Transit
Kepler-784 b,,0.141,31.5922646,604.0,1.0,2016.0,Primary Transit
Kepler-785 b,,1.162,1.97376093,666.0,0.77,2016.0,Primary Transit
Kepler-786 b,,0.217,53.52934870000001,512.0,0.81,2016.0,Primary Transit
Kepler-787 b,,0.114,0.9283104999999999,468.0,0.65,2016.0,Primary Transit
Kepler-788 b,,0.22699999999999998,8.39846269,1649.0,1.16,2016.0,Primary Transit
Kepler-789 b,,0.18899999999999997,8.63847725,915.0,1.01,2016.0,Primary Transit
Kepler-79 b,0.0343,0.31,13.4845,1051.43,1.17,2012.0,Primary Transit
Kepler-79 c,0.019,0.332,27.4029,1051.43,1.17,2012.0,Primary Transit
Kepler-79 d,0.019,0.639,52.0902,1051.43,1.17,2014.0,Primary Transit
Kepler-79 e,0.013000000000000001,0.311,81.0659,1051.43,1.17,2014.0,Primary Transit
Kepler-790 b,,0.19399999999999998,13.73469807,727.0,0.84,2016.0,Primary Transit
Kepler-791 b,,0.272,14.5539759,1447.0,1.3,2016.0,Primary Transit
Kepler-792 b,,0.175,11.30119217,1205.0,1.09,2016.0,Primary Transit
Kepler-793 b,,0.122,4.24153639,794.0,0.98,2016.0,Primary Transit
Kepler-794 b,,0.188,11.13125132,763.0,1.19,2016.0,Primary Transit
Kepler-795 b,,0.15,29.619342100000004,458.0,0.94,2016.0,Primary Transit
Kepler-796 b,,0.11599999999999999,6.40087618,377.0,0.93,2016.0,Primary Transit
Kepler-797 b,,0.19399999999999998,27.07237711,752.0,0.96,2016.0,Primary Transit
Kepler-798 b,,0.213,13.71933369,1085.0,1.19,2016.0,Primary Transit
Kepler-799 b,,0.614,133.46052350000002,1029.0,0.95,2016.0,Primary Transit
Kepler-8 b,0.59,1.416,3.5224991,1052.9,1.21,2010.0,Primary Transit
Kepler-80 b,0.0218,0.23800000000000002,7.052460000000001,357.0,0.73,2012.0,Primary Transit
Kepler-80 c,0.02121,0.244,9.52355,357.0,0.73,2012.0,Primary Transit
Kepler-80 d,0.021240000000000002,0.136,3.07222,357.0,0.73,2014.0,Primary Transit
Kepler-80 e,0.01299,0.14300000000000002,4.64489,357.0,0.73,2014.0,Primary Transit
Kepler-80 f,,0.10800000000000001,0.9867872999999999,357.0,0.73,2016.0,Primary Transit
Kepler-80 g,,0.10099999999999999,14.645579999999999,357.0,0.73,2017.0,Primary Transit
Kepler-800 b,,0.254,14.13176026,1049.0,0.85,2016.0,Primary Transit
Kepler-801 b,,0.17800000000000002,11.41928253,419.0,0.67,2016.0,Primary Transit
Kepler-802 b,,0.316,40.0587473,828.0,0.93,2016.0,Primary Transit
Kepler-803 b,,0.33799999999999997,50.28638192,615.0,1.05,2016.0,Primary Transit
Kepler-804 b,,0.17300000000000001,14.37457351,648.0,1.01,2016.0,Primary Transit
Kepler-804 c,,0.102,9.65185017,648.0,1.01,2016.0,Primary Transit
Kepler-805 b,,0.258,30.863893100000006,657.0,1.19,2016.0,Primary Transit
Kepler-806 b,,0.102,8.09219642,260.0,0.99,2016.0,Primary Transit
Kepler-807 b,,0.93,117.93108781,1312.0,1.04,2016.0,Primary Transit
Kepler-808 b,,0.13,0.63133235,321.0,0.76,2016.0,Primary Transit
Kepler-809 b,,0.26899999999999996,55.639340000000004,933.0,0.99,2016.0,Primary Transit
Kepler-81 b,,0.21600000000000003,5.955,351.79,0.648,2012.0,Primary Transit
Kepler-81 c,,0.21100000000000002,12.04,351.79,0.648,2012.0,Primary Transit
Kepler-81 d,,0.10800000000000001,20.837846,351.79,0.648,2014.0,Primary Transit
Kepler-810 b,,0.172,4.59725385,1554.0,1.03,2016.0,Primary Transit
Kepler-811 b,,0.24100000000000002,23.58447697,847.0,1.01,2016.0,Primary Transit
Kepler-812 b,,0.317,10.11716531,1482.0,1.45,2016.0,Primary Transit
Kepler-813 b,,0.191,19.12947337,840.0,0.95,2016.0,Primary Transit
Kepler-814 b,,0.18899999999999997,6.146985099999999,1327.0,1.15,2016.0,Primary Transit
Kepler-815 b,,0.36700000000000005,8.57503552,1199.0,1.25,2016.0,Primary Transit
Kepler-816 b,,0.914,10.50682565,1059.0,0.9,2016.0,Primary Transit
Kepler-817 b,,0.8059999999999999,3.99010623,1401.0,1.03,2016.0,Primary Transit
Kepler-818 b,,0.456,10.03538581,967.0,0.94,2016.0,Primary Transit
Kepler-819 b,,0.24600000000000002,33.1995648,722.0,0.86,2016.0,Primary Transit
Kepler-82 b,0.03823,0.363,26.44,927.97,0.91,2012.0,Primary Transit
Kepler-82 c,0.04373,0.47600000000000003,51.54,927.97,0.91,2012.0,Primary Transit
Kepler-82 d,,0.158,2.382961,927.97,0.91,2014.0,Primary Transit
Kepler-82 e,,0.22,5.902206,927.97,0.91,2014.0,Primary Transit
Kepler-82 f,0.06576,,75.732,927.97,0.91,2019.0,TTV
Kepler-820 b,,0.5429999999999999,127.8338098,989.0,1.23,2016.0,Primary Transit
Kepler-821 b,,0.11699999999999999,1.92279873,619.0,0.84,2016.0,Primary Transit
Kepler-822 b,,0.158,3.22296927,956.0,1.06,2016.0,Primary Transit
Kepler-823 b,,0.14,4.16809082,896.0,0.98,2016.0,Primary Transit
Kepler-824 b,,0.16699999999999998,4.51436633,1352.0,1.15,2016.0,Primary Transit
Kepler-825 b,,0.136,3.77360059,820.0,1.03,2016.0,Primary Transit
Kepler-825 c,,0.16399999999999998,8.1818246,820.0,1.03,2016.0,Primary Transit
Kepler-826 b,,0.11199999999999999,4.48758907,649.0,1.05,2016.0,Primary Transit
Kepler-827 b,,0.502,51.92927591,1352.0,0.93,2016.0,Primary Transit
Kepler-828 b,,0.135,0.56785714,625.0,0.81,2016.0,Primary Transit
Kepler-829 b,,0.188,6.88337562,954.0,0.98,2016.0,Primary Transit
Kepler-83 b,,0.252,9.77,405.01,0.664,2012.0,Primary Transit
Kepler-83 c,,0.21100000000000002,20.09,405.01,0.664,2012.0,Primary Transit
Kepler-83 d,,0.17300000000000001,5.169796,405.01,0.664,2014.0,Primary Transit
Kepler-830 b,,0.152,11.29695137,1122.0,1.07,2016.0,Primary Transit
Kepler-831 b,,0.113,5.62153941,577.0,0.99,2016.0,Primary Transit
Kepler-832 b,,0.184,7.139694099999999,1346.0,0.92,2016.0,Primary Transit
Kepler-833 b,,0.18,18.7546998,421.0,0.64,2016.0,Primary Transit
Kepler-834 b,,0.18,13.32388301,620.0,0.7,2016.0,Primary Transit
Kepler-835 b,,0.249,11.41909375,2011.0,1.08,2016.0,Primary Transit
Kepler-836 b,,0.244,11.36112327,1003.0,1.03,2016.0,Primary Transit
Kepler-837 b,,0.228,16.56059504,846.0,0.85,2016.0,Primary Transit
Kepler-838 b,,0.244,15.74957994,1210.0,0.98,2016.0,Primary Transit
Kepler-839 b,,0.22899999999999998,37.814451399999996,833.0,1.22,2016.0,Primary Transit
Kepler-84 b,,0.19899999999999998,8.726,1443.27,1.022,2012.0,Primary Transit
Kepler-84 c,,0.21100000000000002,12.883,1443.27,1.022,2012.0,Primary Transit
Kepler-84 d,,0.12300000000000001,4.224537000000001,1443.27,1.022,2014.0,Primary Transit
Kepler-84 e,,0.23199999999999998,27.434389000000003,1443.27,1.022,2014.0,Primary Transit
Kepler-84 f,,0.196,44.552169,1443.27,1.022,2014.0,Primary Transit
Kepler-840 b,,1.5230000000000001,2.49577962,778.0,1.04,2016.0,Primary Transit
Kepler-841 b,,0.467,124.4198398,1052.0,0.85,2016.0,Primary Transit
Kepler-842 b,,0.14300000000000002,1.21956827,552.0,0.78,2016.0,Primary Transit
Kepler-843 b,,0.231,2.05387982,1247.0,1.02,2016.0,Primary Transit
Kepler-844 b,,0.15,2.61302086,394.0,0.59,2016.0,Primary Transit
Kepler-845 b,,0.182,0.92785982,471.0,0.79,2016.0,Primary Transit
Kepler-846 b,,0.221,19.80792185,1233.0,0.94,2016.0,Primary Transit
Kepler-847 b,,0.105,2.3432319,529.0,0.83,2016.0,Primary Transit
Kepler-848 b,,0.152,6.91134416,797.0,1.01,2016.0,Primary Transit
Kepler-849 b,,0.637,394.62449039999996,747.0,1.23,2016.0,Primary Transit
Kepler-85 b,0.0465,0.17600000000000002,8.306000000000001,782.09,0.95,2012.0,Primary Transit
Kepler-85 c,0.059000000000000004,0.19399999999999998,12.513,782.09,0.95,2012.0,Primary Transit
Kepler-85 d,,0.107,17.91323,782.09,0.95,2014.0,Primary Transit
Kepler-85 e,,0.113,25.216751000000002,782.09,0.95,2014.0,Primary Transit
Kepler-850 b,,0.159,7.19303878,1535.0,1.06,2016.0,Primary Transit
Kepler-851 b,,0.15,8.50699658,869.0,0.89,2016.0,Primary Transit
Kepler-852 b,,0.22699999999999998,44.9309804,854.0,1.19,2016.0,Primary Transit
Kepler-853 b,,0.151,7.16892463,610.0,1.3,2016.0,Primary Transit
Kepler-854 b,,1.492,2.14463285,741.0,1.17,2016.0,Primary Transit
Kepler-855 b,,0.745,7.8866311,1043.0,1.03,2016.0,Primary Transit
Kepler-856 b,,0.83,8.02768059,1175.0,0.96,2016.0,Primary Transit
Kepler-857 b,,0.607,85.35129427,1039.0,0.99,2016.0,Primary Transit
Kepler-858 b,,0.434,76.13602028,296.0,0.96,2016.0,Primary Transit
Kepler-859 b,,0.276,20.38177573,915.0,0.81,2016.0,Primary Transit
Kepler-86 b,0.34235,0.8466,282.5254,,0.94,2013.0,Primary Transit
Kepler-860 b,,0.289,5.10137945,1295.0,1.04,2016.0,Primary Transit
Kepler-861 b,,0.203,3.94963138,806.0,0.82,2016.0,Primary Transit
Kepler-862 b,,0.19699999999999998,3.14866453,806.0,0.88,2016.0,Primary Transit
Kepler-863 b,,0.259,15.59461874,1145.0,0.96,2016.0,Primary Transit
Kepler-864 b,,0.214,5.83376092,1573.0,1.0,2016.0,Primary Transit
Kepler-865 b,,0.222,14.16399294,664.0,0.93,2016.0,Primary Transit
Kepler-866 b,,0.145,2.61703254,690.0,0.75,2016.0,Primary Transit
Kepler-867 b,,0.414,150.242127,824.0,0.92,2016.0,Primary Transit
Kepler-868 b,,0.183,5.03251791,1269.0,0.93,2016.0,Primary Transit
Kepler-869 b,,0.322,40.4287755,957.0,0.97,2016.0,Primary Transit
Kepler-87 b,1.02,1.204,114.73635,1277.88,1.1,2013.0,Primary Transit
Kepler-87 c,0.02,0.5479999999999999,191.2318,1277.88,1.1,2013.0,Primary Transit
Kepler-870 b,,0.248,21.3587621,1231.0,1.01,2016.0,Primary Transit
Kepler-871 b,,0.33399999999999996,22.0459018,1695.0,1.11,2016.0,Primary Transit
Kepler-872 b,,0.17800000000000002,2.57885507,1114.0,1.05,2016.0,Primary Transit
Kepler-873 b,,0.335,20.5533844,1397.0,1.18,2016.0,Primary Transit
Kepler-874 b,,0.35200000000000004,40.0686727,1072.0,1.09,2016.0,Primary Transit
Kepler-875 b,,0.259,27.5073799,1244.0,1.06,2016.0,Primary Transit
Kepler-876 b,,0.128,5.14438011,735.0,0.81,2016.0,Primary Transit
Kepler-877 b,,0.18899999999999997,18.45847097,572.0,0.85,2016.0,Primary Transit
Kepler-878 b,,0.172,25.9422033,567.0,0.81,2016.0,Primary Transit
Kepler-879 b,,0.22899999999999998,33.3855938,772.0,1.02,2016.0,Primary Transit
Kepler-88 d,3.05,,1403.0,339.0,0.99,2020.0,Radial Velocity
Kepler-880 b,,0.237,7.71468975,673.0,1.46,2016.0,Primary Transit
Kepler-881 b,,0.159,4.44448017,1364.0,1.06,2016.0,Primary Transit
Kepler-882 b,,0.11,3.98953967,525.0,0.9,2016.0,Primary Transit
Kepler-883 b,,0.159,12.98495573,549.0,1.06,2016.0,Primary Transit
Kepler-884 b,,0.11,5.69919514,420.0,1.0,2016.0,Primary Transit
Kepler-885 b,,0.223,18.11472949,632.0,1.21,2016.0,Primary Transit
Kepler-886 b,,0.136,6.24146367,857.0,1.1,2016.0,Primary Transit
Kepler-887 b,,0.16399999999999998,20.42228798,831.0,1.19,2016.0,Primary Transit
Kepler-887 c,,0.10099999999999999,7.63846023,831.0,1.19,2016.0,Primary Transit
Kepler-888 b,,0.157,70.6979061,413.0,0.97,2016.0,Primary Transit
Kepler-889 b,,0.09699999999999999,3.744439,513.0,1.14,2016.0,Primary Transit
Kepler-89 b,0.033,0.153,3.743208,483.65,1.28,2013.0,Primary Transit
Kepler-89 c,0.049,0.385,10.423648,483.65,1.28,2013.0,Primary Transit
Kepler-89 d,0.33399999999999996,1.005,22.342989000000003,483.65,1.28,2013.0,Primary Transit
